"","DATE","HLY.CLOD.PCTOVC","HLY.DEWP.NORMAL","HLY.HIDX.NORMAL","HLY.TEMP.NORMAL","HLY.WIND.AVGSPD"
"58","01-03T10:00:00",550,19.4,26.2,26.2,11.5
"59","01-03T11:00:00",560,19.8,27.6,27.6,12
"60","01-03T12:00:00",562,20.2,28.7,28.7,12.2
"61","01-03T13:00:00",577,20.5,29.4,29.4,12.1
"62","01-03T14:00:00",562,20.7,29.9,29.9,12.2
"63","01-03T15:00:00",581,20.7,29.8,29.8,12.2
"64","01-03T16:00:00",563,20.7,29.1,29.1,11.7
"65","01-03T17:00:00",570,20.6,28.1,28.1,11.2
"66","01-03T18:00:00",585,20.6,27.4,27.4,11
"67","01-03T19:00:00",596,20.4,26.9,26.9,11.1
"68","01-03T20:00:00",579,20.2,26.4,26.4,11.1
"69","01-03T21:00:00",576,19.9,26,26,11
"70","01-03T22:00:00",590,19.7,25.7,25.7,10.9
"71","01-03T23:00:00",555,19.4,25.3,25.3,10.6
"72","01-04T00:00:00",536,18.9,24.7,24.7,10.6
"73","01-04T01:00:00",519,18.7,24.3,24.3,10.6
"74","01-04T02:00:00",532,18.6,24,24,10.3
"75","01-04T03:00:00",543,18.5,23.8,23.8,10.3
"76","01-04T04:00:00",555,18.4,23.6,23.6,10.2
"77","01-04T05:00:00",571,18.3,23.3,23.3,10.2
"78","01-04T06:00:00",563,18.2,23.1,23.1,10
"79","01-04T07:00:00",540,18,23,23,10.1
"80","01-04T08:00:00",555,18.1,23.2,23.2,10.2
"81","01-04T09:00:00",549,18.7,24.5,24.5,11
"82","01-04T10:00:00",534,19.2,25.9,25.9,11.6
"83","01-04T11:00:00",549,19.6,27.3,27.3,12.1
"84","01-04T12:00:00",560,20,28.5,28.5,12.3
"85","01-04T13:00:00",574,20.3,29.2,29.2,12.3
"86","01-04T14:00:00",563,20.5,29.6,29.6,12.3
"87","01-04T15:00:00",578,20.5,29.5,29.5,12.3
"88","01-04T16:00:00",561,20.5,29,29,11.8
"89","01-04T17:00:00",572,20.5,28,28,11.4
"90","01-04T18:00:00",582,20.5,27.3,27.3,11.1
"91","01-04T19:00:00",585,20.3,26.8,26.8,11.1
"92","01-04T20:00:00",568,20.1,26.4,26.4,11.1
"93","01-04T21:00:00",567,19.8,25.9,25.9,11
"94","01-04T22:00:00",588,19.6,25.5,25.5,11
"95","01-04T23:00:00",557,19.3,25.1,25.1,10.7
"96","01-05T00:00:00",535,18.8,24.7,24.7,10.6
"97","01-05T01:00:00",512,18.6,24.2,24.2,10.5
"98","01-05T02:00:00",520,18.5,23.9,23.9,10.2
"99","01-05T03:00:00",534,18.4,23.7,23.7,10.2
"100","01-05T04:00:00",550,18.3,23.5,23.5,10.1
